kosk_id,tarih,ilce,trafo_gerilimi_kV,akim_A,sicaklik_C,nem_orani,topraklama_direnci,koruma_rölesi_durumu,kapi_acik,ariza_var,anomali_skoru
BK015,2025-03-17,Hayrat,0.39,107.4,36.3,59.9,2.53,0,0,0,0.14
BK015,2025-03-27,Şalpazarı,0.399,112.1,37.5,56.8,2.64,0,0,0,0.14
BK015,2025-03-20,Maçka,0.374,109.8,19.2,53.2,1.25,0,0,0,0.17
BK015,2025-03-12,Sürmene,0.416,94.6,35.5,60.2,2.29,0,0,0,0.12
BK015,2025-03-23,Arsin,0.407,99.5,33.5,67.5,2.08,0,0,0,0.19
BK015,2025-03-20,Hayrat,0.384,108.0,28.7,65.2,1.88,0,0,0,0.16
BK015,2025-03-06,Hayrat,0.392,84.1,21.3,54.8,1.89,0,0,0,0.5
BK015,2025-03-07,Maçka,0.378,113.0,37.1,55.7,2.08,0,0,0,0.53
BK015,2025-03-11,Düzköy,0.419,67.9,29.9,82.5,1.65,0,0,0,0.19
BK015,2025-03-13,Beşikdüzü,0.409,105.1,26.0,64.4,2.16,0,0,0,0.25
BK015,2025-03-08,Çarşıbaşı,0.401,107.2,33.1,70.5,1.22,0,0,0,0.06
BK015,2025-03-29,Yomra,0.422,86.2,33.5,73.7,2.29,0,0,0,0.18
BK015,2025-03-13,Tonya,0.422,86.1,24.5,64.9,2.11,0,0,0,0.16
BK015,2025-03-31,Ortahisar,0.411,78.4,28.0,70.1,2.0,0,0,0,0.04
BK015,2025-03-22,Yomra,0.431,119.7,26.7,70.2,2.02,0,0,0,0.24
BK015,2025-03-21,Arsin,0.404,100.8,25.2,62.0,1.88,0,0,0,0.08
BK015,2025-03-15,Ortahisar,0.41,116.1,33.9,79.8,1.76,0,0,0,0.29
BK015,2025-03-13,Düzköy,0.393,112.6,28.7,55.2,2.66,0,0,0,0.16
BK015,2025-03-12,Hayrat,0.419,85.1,19.4,68.9,2.22,0,0,0,0.15
BK015,2025-03-01,Tonya,0.381,79.4,34.9,71.7,1.5,0,0,0,0.2
BK015,2025-03-14,Şalpazarı,0.378,69.6,34.3,62.8,1.82,0,0,0,0.06
BK015,2025-03-30,Köprübaşı,0.4,107.5,36.0,74.4,2.32,0,0,0,0.02
BK015,2025-03-03,Köprübaşı,0.378,94.5,21.9,65.2,1.56,0,0,0,0.11
BK015,2025-03-09,Düzköy,0.396,106.6,26.1,63.0,2.52,0,0,0,0.05
BK015,2025-03-08,Beşikdüzü,0.427,124.2,25.2,67.3,2.19,0,0,0,0.08
BK015,2025-03-12,Beşikdüzü,0.414,108.7,28.0,84.3,1.5,0,0,0,0.07
BK015,2025-03-16,Vakfıkebir,0.368,112.3,39.2,44.1,2.4,0,0,0,0.11
BK015,2025-03-06,Yomra,0.419,88.3,24.8,71.3,1.62,1,0,1,0.38
BK015,2025-03-28,Çaykara,0.422,91.4,29.5,63.1,1.86,1,1,1,0.34
BK015,2025-03-20,Çaykara,0.407,116.3,31.0,56.5,2.34,0,1,0,0.02
BK015,2025-03-26,Maçka,0.383,110.2,36.6,79.6,2.02,0,0,0,0.03
BK015,2025-03-28,Akçaabat,0.401,78.8,22.4,74.9,1.34,0,0,0,0.1
BK015,2025-03-13,Düzköy,0.37,98.2,26.4,65.6,1.72,0,0,0,0.17
BK015,2025-03-02,Yomra,0.396,116.8,21.3,57.0,3.49,0,0,0,0.2
BK015,2025-03-03,Vakfıkebir,0.38,85.8,27.0,73.4,2.02,0,0,0,0.08
BK015,2025-03-03,Araklı,0.397,84.5,26.7,62.0,2.27,0,0,0,0.14
BK015,2025-03-02,Beşikdüzü,0.413,88.3,24.8,53.9,1.7,0,1,0,0.32
BK015,2025-03-03,Çaykara,0.433,101.5,24.5,82.9,2.33,0,0,0,0.08
BK015,2025-03-30,Beşikdüzü,0.399,95.3,23.8,60.2,1.59,0,0,0,0.09
BK015,2025-03-15,Sürmene,0.413,114.6,37.3,58.2,2.32,0,0,0,0.15
BK015,2025-03-10,Sürmene,0.39,116.0,22.3,51.4,1.37,0,0,0,0.3
BK015,2025-03-28,Köprübaşı,0.382,89.6,30.4,54.5,2.03,0,0,0,0.09
BK015,2025-03-09,Vakfıkebir,0.415,105.3,31.3,56.1,2.37,0,0,0,0.27
BK015,2025-03-08,Köprübaşı,0.407,103.3,32.9,65.6,1.45,0,0,0,0.3
BK015,2025-03-10,Vakfıkebir,0.416,114.7,27.5,73.1,1.85,0,0,0,0.16
BK015,2025-03-17,Arsin,0.415,113.2,30.3,67.1,2.3,0,0,0,0.15
BK015,2025-03-08,Arsin,0.383,103.7,30.2,78.0,2.11,0,0,0,0.32
BK015,2025-03-20,Akçaabat,0.394,109.0,34.5,69.8,1.72,0,0,0,0.07
BK015,2025-03-19,Vakfıkebir,0.363,93.2,35.5,70.8,1.97,0,0,0,0.14
BK015,2025-03-10,Araklı,0.439,103.7,35.9,67.6,2.08,0,0,0,0.43
BK015,2025-03-16,Köprübaşı,0.387,121.7,36.6,64.9,2.13,0,0,0,0.26
BK015,2025-03-29,Vakfıkebir,0.392,110.5,29.5,75.7,2.22,0,0,0,0.02
BK015,2025-03-08,Ortahisar,0.401,109.5,32.3,86.5,2.24,1,0,1,0.18
BK015,2025-03-26,Maçka,0.42,121.7,30.2,73.4,1.15,0,0,0,0.19
BK015,2025-03-20,Arsin,0.346,93.7,27.0,65.1,1.14,0,0,0,0.03
BK015,2025-03-03,Of,0.405,106.0,25.7,63.4,1.71,0,0,0,0.15
BK015,2025-03-09,Vakfıkebir,0.428,105.7,34.7,71.5,2.03,0,0,0,0.15
BK015,2025-03-18,Of,0.402,84.4,36.6,56.3,1.58,0,0,0,0.15
BK015,2025-03-25,Şalpazarı,0.394,110.3,27.1,58.4,1.9,0,0,0,0.13
BK015,2025-03-18,Düzköy,0.405,104.4,25.5,69.0,2.82,0,0,0,0.02
BK015,2025-03-24,Vakfıkebir,0.414,108.9,32.1,60.2,1.77,0,0,0,0.11
BK015,2025-03-05,Araklı,0.388,82.2,32.1,62.0,1.18,0,0,0,0.07
BK015,2025-03-30,Vakfıkebir,0.418,96.7,38.3,60.9,1.56,0,0,0,0.07
BK015,2025-03-08,Ortahisar,0.421,114.9,29.9,66.3,1.58,0,0,0,0.08
BK015,2025-03-11,Vakfıkebir,0.405,103.6,30.1,67.1,2.24,0,0,0,0.04
BK015,2025-03-25,Beşikdüzü,0.372,95.7,29.1,67.2,2.2,0,1,0,0.2
BK015,2025-03-17,Ortahisar,0.401,136.9,32.4,65.8,1.87,0,0,0,0.24
BK015,2025-03-17,Çaykara,0.369,90.2,28.6,60.1,2.41,0,0,0,0.15
BK015,2025-03-29,Akçaabat,0.372,111.2,23.0,76.3,1.13,0,0,0,0.09
BK015,2025-03-13,Sürmene,0.369,94.3,27.7,40.2,2.47,0,0,0,0.14
BK015,2025-03-06,Akçaabat,0.378,107.5,32.2,75.5,1.57,0,0,0,0.07
BK015,2025-03-16,Sürmene,0.401,102.1,29.4,56.6,2.93,0,0,0,0.17
BK015,2025-03-28,Sürmene,0.41,96.9,40.3,69.6,2.08,0,0,0,0.12
BK015,2025-03-08,Düzköy,0.394,118.3,30.7,87.1,1.61,0,0,0,0.14
BK015,2025-03-19,Beşikdüzü,0.403,95.5,37.4,58.5,1.92,0,0,0,0.37
BK015,2025-03-15,Yomra,0.379,90.5,24.9,63.7,1.09,1,0,1,0.09
BK015,2025-03-15,Vakfıkebir,0.432,91.0,22.2,63.0,1.72,0,1,0,0.19
BK015,2025-03-23,Of,0.445,89.7,23.1,55.6,2.56,0,0,0,0.02
BK015,2025-03-23,Yomra,0.412,93.4,24.5,64.3,2.44,0,0,0,0.13
BK015,2025-03-06,Akçaabat,0.414,117.3,28.7,58.6,2.09,0,0,0,0.11
BK015,2025-03-03,Hayrat,0.424,79.5,21.3,42.7,2.78,0,0,0,0.37
BK015,2025-03-05,Ortahisar,0.38,102.3,27.2,77.4,3.54,0,1,0,0.23
BK015,2025-03-10,Şalpazarı,0.41,108.6,25.0,59.9,2.25,0,0,0,0.26
BK015,2025-03-17,Tonya,0.401,97.8,27.7,60.5,2.68,0,0,0,0.18
BK015,2025-03-22,Hayrat,0.396,122.6,27.3,73.5,1.76,0,0,0,0.11
BK015,2025-03-18,Araklı,0.398,97.2,36.3,61.3,1.52,0,0,0,0.18
BK015,2025-03-24,Hayrat,0.386,85.4,33.9,75.6,2.02,0,0,0,0.25
BK015,2025-03-29,Çaykara,0.392,90.6,31.6,64.1,2.88,1,1,1,0.14
BK015,2025-03-15,Çaykara,0.39,105.8,41.4,57.7,0.97,0,0,0,0.42
BK015,2025-03-12,Hayrat,0.367,85.9,38.3,70.0,2.29,0,0,0,0.1
BK015,2025-03-25,Beşikdüzü,0.405,96.5,26.2,99.0,2.39,0,0,0,0.05
BK015,2025-03-17,Köprübaşı,0.376,108.0,29.9,68.8,1.85,0,0,0,0.12
BK015,2025-03-06,Çaykara,0.398,85.4,23.6,64.2,2.33,0,0,0,0.32
BK015,2025-03-28,Tonya,0.397,106.3,34.2,79.9,2.56,0,0,0,0.42
BK015,2025-03-05,Akçaabat,0.421,92.4,35.8,57.1,2.71,0,0,0,0.31
BK015,2025-03-07,Arsin,0.412,66.6,25.8,49.7,1.93,0,0,0,0.09
BK015,2025-03-20,Düzköy,0.378,115.7,18.5,59.6,1.8,0,0,0,0.07
BK015,2025-03-27,Çarşıbaşı,0.414,101.9,30.3,71.6,1.04,0,0,0,0.17
BK015,2025-03-04,Köprübaşı,0.411,113.3,24.5,63.0,1.76,0,0,0,0.27
BK015,2025-03-13,Hayrat,0.396,109.1,34.0,76.9,1.43,0,0,0,0.31
BK015,2025-03-10,Düzköy,0.363,127.8,31.9,67.1,2.2,0,0,0,0.14
BK015,2025-03-01,Dernekpazarı,0.412,101.8,36.5,55.9,1.36,0,0,0,0.18
BK015,2025-03-16,Maçka,0.363,108.6,28.5,83.4,1.87,0,0,0,0.04
BK015,2025-03-25,Ortahisar,0.412,104.8,32.8,54.9,3.29,0,0,0,0.2
BK015,2025-03-07,Köprübaşı,0.386,93.3,36.2,63.1,2.23,1,0,1,0.11
BK015,2025-03-25,Sürmene,0.417,99.8,26.9,50.0,1.94,0,0,0,0.1
BK015,2025-03-15,Sürmene,0.412,91.8,25.9,75.3,2.27,1,0,1,0.11
BK015,2025-03-21,Çarşıbaşı,0.451,95.3,30.3,54.7,1.99,0,1,0,0.06
BK015,2025-03-13,Yomra,0.416,92.9,28.9,54.0,0.99,0,0,0,0.13
BK015,2025-03-05,Ortahisar,0.407,96.8,17.7,74.1,1.69,0,0,0,0.03
BK015,2025-03-29,Yomra,0.403,100.6,37.5,65.9,1.63,0,0,0,0.1
BK015,2025-03-29,Şalpazarı,0.399,91.2,27.0,73.7,2.61,0,0,0,0.18
BK015,2025-03-09,Tonya,0.411,112.4,20.3,87.2,1.39,0,0,0,0.19
BK015,2025-03-13,Şalpazarı,0.411,95.2,24.7,60.8,2.48,0,0,0,0.04
BK015,2025-03-23,Şalpazarı,0.436,95.0,27.8,45.5,1.67,0,0,0,0.11
BK015,2025-03-12,Maçka,0.386,108.0,23.1,72.7,2.25,0,0,0,0.32
BK015,2025-03-15,Sürmene,0.399,111.5,26.3,56.4,2.66,0,0,0,0.11
BK015,2025-03-14,Akçaabat,0.394,108.1,36.1,67.7,2.2,0,0,0,0.04
BK015,2025-03-08,Sürmene,0.404,105.2,29.7,66.1,2.08,1,0,1,0.11
BK015,2025-03-29,Of,0.395,101.6,28.4,66.7,2.09,0,0,0,0.12
BK015,2025-03-10,Düzköy,0.387,112.1,25.3,70.4,2.9,0,1,0,0.3
BK015,2025-03-02,Düzköy,0.405,75.6,33.3,62.8,2.06,0,0,0,0.32
BK015,2025-03-15,Hayrat,0.411,107.3,22.2,78.3,2.57,0,0,0,0.25
BK015,2025-03-29,Köprübaşı,0.428,77.1,25.8,59.0,2.93,0,0,0,0.34
BK015,2025-03-03,Çarşıbaşı,0.428,102.1,30.2,84.7,1.93,0,0,0,0.18
BK015,2025-03-12,Çaykara,0.381,100.0,27.6,75.0,1.22,0,1,0,0.05
BK015,2025-03-18,Tonya,0.395,102.3,38.7,54.1,2.81,0,0,0,0.13
BK015,2025-03-02,Tonya,0.387,121.3,33.2,71.2,1.46,0,0,0,0.09
BK015,2025-03-03,Düzköy,0.413,102.8,31.1,83.9,3.18,0,0,0,0.4
BK016,2025-03-11,Maçka,0.399,91.6,27.2,71.1,1.78,0,0,0,0.17
BK016,2025-03-10,Çaykara,0.388,94.4,33.5,54.6,1.89,0,0,0,0.22
BK016,2025-03-06,Ortahisar,0.414,111.6,35.5,65.9,1.71,0,0,0,0.12
BK016,2025-03-04,Sürmene,0.407,93.0,40.4,82.9,1.89,0,0,0,0.06
BK016,2025-03-24,Araklı,0.387,92.5,26.2,77.8,1.4,0,0,0,0.13
BK016,2025-03-09,Akçaabat,0.411,84.2,30.7,42.9,1.87,0,0,0,0.19
BK016,2025-03-01,Çaykara,0.432,112.1,30.9,78.6,2.14,0,0,0,0.23
BK016,2025-03-07,Çaykara,0.365,102.4,26.5,74.8,2.05,0,0,0,0.14
BK016,2025-03-12,Ortahisar,0.377,84.6,29.0,62.6,1.08,0,0,0,0.12
BK016,2025-03-15,Hayrat,0.39,93.0,29.3,80.4,2.66,0,0,0,0.01
BK016,2025-03-11,Şalpazarı,0.376,120.6,23.1,72.9,2.64,1,0,1,0.12
BK016,2025-03-12,Dernekpazarı,0.4,85.5,31.0,55.0,1.63,0,0,0,0.2
BK016,2025-03-10,Düzköy,0.388,75.4,31.2,64.5,2.11,0,0,0,0.04
BK016,2025-03-02,Çaykara,0.397,114.9,28.5,45.7,1.79,0,0,0,0.05
BK016,2025-03-19,Of,0.41,98.4,22.1,67.0,1.04,0,0,0,0.33
BK016,2025-03-29,Şalpazarı,0.4,102.3,28.2,62.6,2.63,0,0,0,0.12
BK016,2025-03-25,Tonya,0.401,81.4,26.8,56.2,1.98,0,0,0,0.06
BK016,2025-03-14,Çaykara,0.389,129.1,34.8,78.0,2.38,0,0,0,0.21
BK016,2025-03-02,Araklı,0.395,121.0,32.7,67.5,1.42,0,0,0,0.25
BK016,2025-03-24,Çaykara,0.375,101.5,24.7,51.1,1.67,0,0,0,0.13
BK016,2025-03-03,Sürmene,0.399,116.0,31.4,69.7,2.29,0,0,0,0.22
BK016,2025-03-30,Hayrat,0.429,91.5,29.2,58.2,2.39,0,0,0,0.06
BK016,2025-03-11,Şalpazarı,0.403,98.1,28.6,49.2,2.17,0,0,0,0.29
BK016,2025-03-24,Beşikdüzü,0.403,90.0,29.5,60.4,1.78,0,0,0,0.47
BK016,2025-03-05,Sürmene,0.39,116.3,34.0,52.5,1.69,0,0,0,0.21
BK016,2025-03-25,Maçka,0.443,87.0,27.3,73.7,1.78,0,0,0,0.18
BK016,2025-03-03,Hayrat,0.443,128.5,27.0,61.9,2.25,0,0,0,0.37
BK016,2025-03-09,Hayrat,0.396,112.9,28.9,53.5,2.05,0,0,0,0.01
BK016,2025-03-08,Akçaabat,0.364,94.7,15.7,53.8,1.77,0,0,0,0.14
BK016,2025-03-02,Çarşıbaşı,0.411,99.9,25.1,60.1,1.29,0,0,0,0.08
BK016,2025-03-01,Sürmene,0.416,79.5,26.5,78.9,1.93,0,0,0,0.23
BK016,2025-03-07,Köprübaşı,0.387,116.4,32.8,62.8,2.3,0,0,0,0.21
BK016,2025-03-19,Maçka,0.437,109.5,33.0,40.2,1.98,0,1,0,0.18
BK016,2025-03-14,Sürmene,0.384,97.4,23.1,52.3,2.11,0,0,0,0.18
BK016,2025-03-14,Araklı,0.388,94.3,28.7,73.9,1.84,0,0,0,0.35
BK016,2025-03-19,Beşikdüzü,0.381,87.4,36.0,74.7,2.89,0,1,0,0.31
BK016,2025-03-30,Maçka,0.391,93.6,21.7,79.9,1.87,1,0,1,0.27
BK016,2025-03-01,Arsin,0.413,100.7,28.6,64.8,1.88,0,0,0,0.05
BK016,2025-03-06,Akçaabat,0.428,118.4,23.9,64.6,1.52,0,0,0,0.18
BK016,2025-03-09,Tonya,0.409,88.4,28.4,65.9,2.72,0,0,0,0.16
BK016,2025-03-26,Arsin,0.424,89.0,25.5,60.4,1.99,0,0,0,0.24
BK016,2025-03-08,Şalpazarı,0.408,100.1,37.5,78.8,2.15,0,0,0,0.19
BK016,2025-03-30,Vakfıkebir,0.39,103.9,32.5,66.2,1.18,0,0,0,0.19
BK016,2025-03-30,Tonya,0.365,83.7,33.1,68.3,1.78,0,0,0,0.05
BK016,2025-03-04,Arsin,0.405,110.3,32.1,51.5,1.52,0,0,0,0.08
BK016,2025-03-22,Şalpazarı,0.412,105.1,29.9,75.6,2.31,0,0,0,0.26
BK016,2025-03-26,Dernekpazarı,0.391,105.9,31.6,73.5,2.02,0,0,0,0.32
BK016,2025-03-20,Düzköy,0.403,112.3,33.4,72.0,2.64,0,0,0,0.08
BK016,2025-03-28,Tonya,0.39,114.3,30.0,67.0,2.03,0,0,0,0.4
BK016,2025-03-31,Beşikdüzü,0.402,98.6,26.9,63.5,2.04,0,0,0,0.09
BK016,2025-03-19,Araklı,0.388,110.5,32.4,63.1,1.41,0,1,0,0.15
BK016,2025-03-18,Dernekpazarı,0.408,90.7,29.0,60.9,1.5,0,0,0,0.23
BK016,2025-03-21,Dernekpazarı,0.401,133.2,28.6,72.0,2.15,0,0,0,0.12
BK016,2025-03-17,Sürmene,0.381,94.2,23.0,65.8,1.97,0,1,0,0.25
BK016,2025-03-22,Çaykara,0.365,102.7,36.3,80.2,2.0,0,0,0,0.09
BK016,2025-03-22,Beşikdüzü,0.377,99.9,29.4,34.4,1.82,0,0,0,0.11
BK016,2025-03-26,Yomra,0.412,118.2,40.2,71.1,2.1,0,0,0,0.25
BK016,2025-03-08,Ortahisar,0.413,93.1,18.8,77.3,1.61,0,0,0,0.06
BK016,2025-03-14,Tonya,0.394,100.9,28.2,64.1,2.04,0,0,0,0.17
BK016,2025-03-09,Dernekpazarı,0.378,86.9,32.6,66.5,1.92,0,0,0,0.16
BK016,2025-03-31,Çaykara,0.425,102.9,37.2,58.9,1.66,1,0,1,0.08
BK016,2025-03-10,Tonya,0.433,112.4,34.6,69.1,1.55,1,0,1,0.21
BK016,2025-03-24,Hayrat,0.424,77.4,27.8,60.5,2.05,0,0,0,0.15
BK016,2025-03-02,Çarşıbaşı,0.37,79.7,19.9,82.9,1.63,0,0,0,0.34
BK016,2025-03-26,Beşikdüzü,0.37,91.0,32.9,80.8,1.82,0,0,0,0.07
BK016,2025-03-04,Sürmene,0.405,62.1,29.1,61.8,1.61,0,0,0,0.34
BK016,2025-03-18,Yomra,0.41,99.6,29.1,63.1,2.71,0,0,0,0.12
BK016,2025-03-28,Yomra,0.374,80.3,24.8,55.1,2.19,0,0,0,0.05
BK016,2025-03-29,Yomra,0.41,117.0,29.0,72.4,2.03,0,0,0,0.04
BK016,2025-03-15,Sürmene,0.398,88.2,30.1,67.2,1.89,0,1,0,0.27
BK016,2025-03-30,Of,0.389,83.6,26.5,57.6,1.74,0,0,0,0.26
BK016,2025-03-23,Araklı,0.414,110.9,26.6,82.2,1.69,0,0,0,0.06
BK016,2025-03-17,Düzköy,0.375,104.3,35.4,69.1,2.3,0,0,0,0.13
BK016,2025-03-14,Hayrat,0.401,80.6,24.9,62.8,2.38,1,0,1,0.14
BK016,2025-03-14,Dernekpazarı,0.357,69.9,26.2,63.9,2.39,1,0,1,0.19
BK016,2025-03-10,Arsin,0.409,91.0,28.0,69.1,1.93,0,0,0,0.14
BK016,2025-03-08,Vakfıkebir,0.39,101.9,25.5,81.5,2.57,0,0,0,0.14
BK016,2025-03-20,Tonya,0.371,78.4,28.6,79.9,1.31,0,0,0,0.06
BK016,2025-03-31,Arsin,0.409,72.6,30.6,72.1,1.64,0,0,0,0.09
BK016,2025-03-25,Dernekpazarı,0.433,108.0,29.2,76.3,0.38,0,0,0,0.13
BK016,2025-03-30,Akçaabat,0.416,107.7,30.3,56.2,1.94,0,0,0,0.47
BK016,2025-03-14,Hayrat,0.41,87.1,29.7,66.9,1.37,0,0,0,0.11
BK016,2025-03-27,Köprübaşı,0.37,95.2,34.8,64.8,2.5,0,0,0,0.36
BK016,2025-03-05,Köprübaşı,0.39,101.0,30.7,56.5,2.3,0,0,0,0.32
BK016,2025-03-16,Ortahisar,0.4,120.2,23.2,59.1,2.11,0,0,0,0.07
BK016,2025-03-11,Düzköy,0.433,79.0,29.6,64.6,1.94,0,0,0,0.31
BK016,2025-03-04,Çarşıbaşı,0.394,99.0,23.3,77.9,1.64,0,0,0,0.09
BK016,2025-03-08,Tonya,0.399,117.6,32.7,86.0,2.07,0,0,0,0.24
BK016,2025-03-29,Tonya,0.421,100.9,25.8,55.0,2.19,0,0,0,0.23
BK016,2025-03-30,Hayrat,0.393,100.1,36.9,92.2,2.01,0,0,0,0.33
BK016,2025-03-19,Maçka,0.393,99.4,20.4,46.8,1.57,0,0,0,0.34
BK016,2025-03-13,Köprübaşı,0.39,127.9,23.7,62.6,3.23,0,0,0,0.24
BK016,2025-03-28,Yomra,0.4,121.7,33.2,64.6,1.84,0,0,0,0.15
BK016,2025-03-10,Yomra,0.424,102.6,27.7,67.0,2.84,0,0,0,0.11
BK016,2025-03-20,Vakfıkebir,0.383,107.4,26.1,75.0,2.06,0,0,0,0.11
BK016,2025-03-11,Vakfıkebir,0.406,103.6,28.9,65.5,1.93,0,0,0,0.06
BK016,2025-03-20,Dernekpazarı,0.399,88.7,21.6,58.6,2.12,0,0,0,0.15
BK016,2025-03-19,Hayrat,0.401,88.2,30.3,68.9,2.09,1,0,1,0.09
BK016,2025-03-28,Arsin,0.381,129.5,24.4,73.5,1.9,0,0,0,0.33
BK016,2025-03-04,Arsin,0.397,80.7,40.6,64.8,2.57,0,0,0,0.14
BK016,2025-03-03,Ortahisar,0.42,110.8,28.4,64.9,1.37,1,1,1,0.22
BK016,2025-03-05,Araklı,0.378,121.0,34.2,59.6,1.56,0,0,0,0.18
BK016,2025-03-14,Tonya,0.389,101.8,26.8,53.2,1.37,0,0,0,0.17
BK016,2025-03-29,Arsin,0.394,113.2,33.1,86.1,2.75,0,0,0,0.36
BK016,2025-03-30,Sürmene,0.355,80.8,27.6,78.4,2.49,0,0,0,0.2
BK016,2025-03-02,Ortahisar,0.436,114.8,30.2,72.1,2.02,0,0,0,0.08
BK016,2025-03-16,Vakfıkebir,0.375,95.8,22.6,75.1,1.44,0,0,0,0.06
BK016,2025-03-02,Sürmene,0.392,91.2,28.0,69.4,1.86,0,0,0,0.13
BK016,2025-03-10,Düzköy,0.406,90.9,37.1,61.6,2.64,0,0,0,0.16
BK016,2025-03-22,Düzköy,0.37,114.8,37.2,58.9,2.36,0,0,0,0.05
BK016,2025-03-22,Arsin,0.423,66.5,30.0,68.2,2.35,0,0,0,0.27
BK016,2025-03-02,Vakfıkebir,0.397,92.8,36.0,61.1,1.94,0,0,0,0.32
BK016,2025-03-29,Çarşıbaşı,0.369,104.6,32.4,58.2,1.72,1,0,1,0.01
BK016,2025-03-11,Of,0.376,110.0,29.9,67.2,1.75,0,0,0,0.04
BK016,2025-03-02,Arsin,0.418,110.2,25.2,79.7,3.2,0,0,0,0.07
BK016,2025-03-02,Ortahisar,0.388,110.8,33.8,55.8,2.01,0,0,0,0.43
BK016,2025-03-27,Maçka,0.415,104.8,33.0,59.7,1.43,1,0,1,0.04
BK016,2025-03-26,Vakfıkebir,0.434,64.8,29.3,82.4,2.09,0,0,0,0.22
BK016,2025-03-29,Hayrat,0.417,92.4,36.7,80.6,2.2,0,0,0,0.2
BK016,2025-03-27,Tonya,0.398,100.9,32.4,70.2,3.6,0,0,0,0.22
BK016,2025-03-04,Beşikdüzü,0.383,101.2,30.2,80.4,2.27,0,0,0,0.21
BK016,2025-03-19,Çarşıbaşı,0.401,78.9,33.8,61.8,2.0,0,0,0,0.21
BK016,2025-03-20,Çaykara,0.396,105.4,31.8,70.6,2.41,0,0,0,0.2
BK016,2025-03-03,Çarşıbaşı,0.423,121.7,29.5,44.0,1.86,0,0,0,0.07
BK016,2025-03-05,Arsin,0.393,112.2,30.1,50.2,2.59,0,0,0,0.15
BK016,2025-03-15,Beşikdüzü,0.39,95.4,27.0,72.3,1.88,0,0,0,0.13
BK016,2025-03-06,Çaykara,0.392,95.6,30.9,84.6,2.42,0,0,0,0.1
BK016,2025-03-04,Tonya,0.387,97.3,29.4,62.8,1.76,0,0,0,0.27
BK016,2025-03-20,Yomra,0.402,102.8,33.7,70.4,1.21,0,0,0,0.33
BK016,2025-03-23,Çarşıbaşı,0.355,111.8,40.1,53.5,1.4,1,0,1,0.29
BK016,2025-03-02,Hayrat,0.408,104.7,27.8,78.2,2.53,0,0,0,0.14
BK016,2025-03-28,Dernekpazarı,0.409,95.5,35.0,67.2,2.46,1,0,1,0.23
BK016,2025-03-22,Vakfıkebir,0.388,111.9,29.3,49.9,2.14,0,0,0,0.33
BK016,2025-03-23,Tonya,0.42,112.2,35.2,52.1,2.05,0,0,0,0.04
BK016,2025-03-26,Şalpazarı,0.406,65.7,28.7,50.0,2.42,0,0,0,0.02
BK016,2025-03-12,Çaykara,0.387,65.1,28.7,71.9,3.08,0,0,0,0.23
BK016,2025-03-10,Çarşıbaşı,0.404,108.0,21.4,67.7,1.68,0,0,0,0.13
BK016,2025-03-21,Hayrat,0.4,82.5,37.6,82.8,2.18,0,0,0,0.14
BK016,2025-03-14,Yomra,0.411,105.1,24.0,53.7,2.27,0,0,0,0.11
BK016,2025-03-26,Çarşıbaşı,0.388,120.6,37.8,56.5,2.2,0,0,0,0.27
BK016,2025-03-22,Dernekpazarı,0.416,113.0,31.1,74.7,1.65,0,0,0,0.05
BK016,2025-03-07,Yomra,0.408,101.3,32.1,67.5,1.63,0,0,0,0.08
BK016,2025-03-15,Sürmene,0.377,92.7,23.9,58.8,1.43,0,0,0,0.08
BK016,2025-03-23,Sürmene,0.399,103.4,24.7,54.1,1.66,0,0,0,0.09
BK016,2025-03-02,Arsin,0.405,99.5,26.9,76.0,2.17,0,0,0,0.08
BK016,2025-03-02,Of,0.346,137.6,32.1,61.3,2.12,0,0,0,0.32
BK016,2025-03-05,Of,0.405,109.6,30.5,56.7,2.23,0,1,0,0.26
BK016,2025-03-15,Sürmene,0.368,90.7,31.0,71.6,1.63,0,0,0,0.16
BK016,2025-03-05,Arsin,0.419,103.1,23.1,61.5,1.23,0,0,0,0.31
BK016,2025-03-10,Dernekpazarı,0.403,118.2,21.4,83.1,2.0,0,0,0,0.12
BK016,2025-03-23,Dernekpazarı,0.378,98.7,27.4,67.3,1.71,0,1,0,0.08
BK016,2025-03-19,Yomra,0.402,96.5,30.7,75.5,2.52,0,0,0,0.36
BK016,2025-03-23,Tonya,0.423,90.6,34.3,74.8,2.23,0,0,0,0.14
BK016,2025-03-14,Köprübaşı,0.418,120.8,26.7,69.0,1.03,0,0,0,0.13
BK016,2025-03-04,Araklı,0.391,63.7,26.3,77.4,2.22,0,0,0,0.06
BK016,2025-03-24,Çarşıbaşı,0.414,108.3,34.2,57.8,2.25,0,0,0,0.13
BK016,2025-03-30,Maçka,0.414,81.0,34.0,72.5,1.65,0,0,0,0.14
BK016,2025-03-29,Tonya,0.411,74.9,29.9,69.5,1.77,0,0,0,0.17
BK016,2025-03-21,Akçaabat,0.379,72.3,25.2,79.0,0.83,0,0,0,0.29
BK016,2025-03-12,Vakfıkebir,0.404,105.5,30.4,64.1,3.22,0,0,0,0.12
BK016,2025-03-13,Maçka,0.398,109.3,34.2,49.7,1.88,0,0,0,0.03
BK016,2025-03-12,Arsin,0.421,73.1,31.2,42.5,2.79,0,0,0,0.12
BK016,2025-03-02,Akçaabat,0.383,102.8,28.9,74.1,2.89,0,0,0,0.33
